millis|gX|gY|gZ|aX|aY|aZ|UVIndex
6384859|18.15|7.23|3.24|1.19|0.10|0.01|3.42
6389874|31.85|6.66|1.66|1.13|0.09|0.01|3.57
6394890|17.92|5.10|-0.53|1.14|0.09|0.01|28.98
6399905|-32.82|1.83|2.11|1.06|0.09|0.01|24.05
6404921|-15.22|2.76|0.18|1.14|0.09|0.01|4.01
6409936|-11.73|6.40|-3.85|1.18|0.09|0.00|3.67
6414952|-12.44|-1.97|-3.72|1.21|0.09|0.02|19.26
6419968|8.18|7.11|8.76|1.19|0.10|0.01|34.02
6424984|27.44|0.83|2.94|1.11|0.09|0.01|4.50
6430000|5.91|5.14|-0.24|1.13|0.09|0.01|2.98
6435015|-9.89|2.50|-0.89|1.15|0.09|0.02|3.47
6440031|-19.61|3.96|-0.36|1.11|0.09|0.00|3.52
6445046|4.74|2.42|4.49|1.14|0.09|0.01|5.62
6450062|-35.76|6.63|-2.20|1.15|0.08|0.01|24.88
6455077|-42.48|6.05|-1.27|1.17|0.09|0.01|3.67
6460093|-33.13|1.59|0.69|1.12|0.09|0.01|25.56
6465108|-23.53|1.97|0.91|1.17|0.09|0.01|3.86
6470124|-33.33|0.65|0.46|1.15|0.09|0.01|11.44
6475140|-29.25|3.15|-1.92|1.11|0.09|0.01|4.50
6480156|-17.41|3.97|0.00|1.16|0.09|0.02|13.39
6485172|-11.27|2.82|-2.28|1.19|0.09|0.01|17.99
6490187|-4.70|2.73|4.92|1.16|0.09|0.01|3.18
6495203|1.40|4.84|-0.89|1.15|0.09|0.01|3.71
6500218|16.53|6.78|4.32|1.11|0.09|0.01|2.74
6505234|36.27|4.68|5.12|1.13|0.09|0.01|31.28
6510249|18.69|4.38|1.80|1.16|0.09|0.00|3.57
6515265|0.79|4.56|-0.69|1.09|0.09|0.01|3.18
6520281|-8.32|2.80|1.30|1.12|0.09|0.01|3.42
6525296|1.97|2.78|0.47|1.14|0.09|0.01|3.91
6530312|-6.88|4.86|6.91|1.16|0.09|0.00|13.10
6535332|-29.16|3.66|-5.46|1.12|0.08|-0.00|26.98
6540348|-31.87|-2.95|0.18|1.18|0.08|0.02|3.52
6545363|-1.39|9.98|6.26|1.12|0.10|0.01|4.59
6550379|18.68|2.40|6.37|1.19|0.09|0.01|3.57
6555395|14.44|-1.53|5.86|1.14|0.09|0.01|2.98
6560410|14.42|2.96|-6.10|1.18|0.09|0.01|3.57
6565426|4.40|8.88|-8.15|1.20|0.09|0.01|6.16
6570441|-21.91|-0.73|6.50|1.08|0.09|0.01|6.84
6575457|-8.90|7.56|-5.21|1.20|0.09|0.00|4.25
6580472|-47.19|6.28|-11.85|1.22|0.08|0.01|20.23
6585489|-58.29|3.26|1.56|1.11|0.08|0.02|6.94
6590505|-57.02|6.34|-3.34|1.15|0.08|0.02|4.30
6595521|-59.21|6.82|1.99|1.19|0.09|0.02|4.30
6600537|-36.99|3.37|6.76|1.18|0.09|0.02|8.06
6605552|-26.79|6.25|6.60|1.17|0.10|0.01|18.18
6610568|-24.53|5.58|-3.24|1.13|0.09|0.01|5.47
6615583|-25.56|2.59|-0.64|1.11|0.09|0.01|3.57
6620599|-24.76|4.69|4.89|1.16|0.09|0.01|25.42
6625614|-1.48|7.41|4.91|1.18|0.10|0.01|3.57
6630629|29.82|-0.10|-2.40|1.18|0.09|0.02|3.27
6635644|-12.27|9.37|-5.11|1.21|0.09|-0.00|29.28
6640660|-11.66|4.08|-5.76|1.17|0.09|0.01|3.52
6645678|-18.40|2.49|-0.47|1.14|0.09|0.01|3.03
6650693|-1.80|2.55|-0.60|1.10|0.09|0.00|22.68
6655709|27.95|5.04|4.39|1.14|0.09|0.01|10.22
6660724|7.27|1.30|0.30|1.15|0.09|0.02|3.52
6665739|-15.69|0.24|1.60|1.19|0.09|0.01|3.27
6670754|1.29|6.47|9.95|1.20|0.09|0.01|4.74
6675770|5.92|3.98|-4.15|1.13|0.09|0.01|4.50
6680785|15.21|2.08|5.15|1.09|0.09|0.00|3.27
6685801|-13.36|3.80|0.27|1.15|0.09|0.00|3.13
6690817|-3.06|5.76|-0.07|1.19|0.09|0.01|9.92
6695832|-17.92|-1.74|1.18|1.18|0.09|0.02|27.71
6700849|-13.95|3.21|3.67|1.13|0.09|0.00|8.46
6705864|-25.26|5.02|1.37|1.11|0.09|0.01|3.23
6710880|0.00|3.62|0.12|1.08|0.09|0.00|4.84
6715895|-25.97|2.83|2.33|1.11|0.09|0.01|27.71
6720911|-39.63|1.76|2.40|1.16|0.09|0.01|3.67
6725926|-24.82|5.85|6.14|1.20|0.09|0.01|22.34
6730941|-14.50|5.95|-0.19|1.14|0.08|0.01|7.04
6735956|-37.79|1.97|-1.40|1.11|0.09|0.01|3.86
6740972|-25.44|-0.53|-2.92|1.10|0.09|0.01|9.14
6745988|-26.02|0.33|-1.04|1.11|0.08|0.01|3.81
6751003|-2.40|4.65|0.69|1.13|0.09|0.00|22.48
6756020|2.05|0.77|3.41|1.18|0.09|0.01|33.68
6761035|-8.02|5.19|0.80|1.14|0.09|0.01|23.41
6766051|-18.91|3.47|1.30|1.15|0.09|0.02|3.13
6771066|-26.83|1.91|2.24|1.18|0.09|0.01|4.30
6776082|-15.37|2.56|5.03|1.14|0.09|0.01|23.80
6781097|-28.09|2.18|5.19|1.15|0.09|0.01|2.64
6786113|-31.37|0.56|2.78|1.10|0.08|0.01|32.21
6791129|-33.92|0.31|1.02|1.15|0.09|0.01|3.13
6796144|-26.81|6.62|-2.24|1.17|0.09|0.02|24.10
6801160|-45.18|6.47|-3.21|1.19|0.08|0.01|3.52
6806175|-51.31|9.35|2.02|1.20|0.09|0.02|5.23
6811192|-39.85|4.24|1.09|1.12|0.08|0.01|26.64
6816207|-32.53|3.10|0.59|1.12|0.09|0.01|3.23
6821223|-6.18|1.92|-2.85|1.16|0.09|0.01|30.11
6826238|-7.17|3.24|7.45|1.18|0.09|0.01|19.45
6831254|-29.53|8.49|1.60|1.19|0.09|0.01|3.47
6836270|-29.92|6.23|-3.10|1.18|0.09|0.01|4.20
6841285|-29.18|3.40|-1.64|1.15|0.09|0.01|7.04
6846301|-28.77|1.47|-0.36|1.08|0.09|0.00|4.50
6851316|-9.14|2.24|1.73|1.12|0.09|0.00|13.88
6856331|-27.70|2.96|1.81|1.17|0.09|0.01|3.13
6861346|-39.69|4.95|0.66|1.17|0.09|0.01|10.70
6866364|-29.36|4.76|-1.02|1.13|0.09|0.01|4.11
6871379|-33.63|2.20|0.46|1.08|0.09|0.01|8.46
6876394|-40.48|2.27|1.23|1.14|0.09|0.01|6.65
6881410|-43.76|1.61|-1.28|1.17|0.09|0.02|15.40
6886425|-23.94|3.50|-3.29|1.19|0.10|0.02|3.81
6891441|-10.49|1.02|-0.31|1.12|0.09|0.01|9.04
6896456|12.71|5.34|1.27|1.15|0.09|0.02|16.13
6901472|-0.72|5.37|2.95|1.16|0.09|0.00|9.68
6906487|0.31|1.74|1.96|1.13|0.09|0.00|4.89
6911503|0.18|5.18|1.75|1.15|0.09|0.01|20.67
6916518|-10.90|3.64|0.72|1.14|0.09|0.01|33.38
6921535|-18.72|4.87|1.47|1.12|0.09|0.01|4.45
6926551|5.36|5.89|-1.63|1.14|0.09|0.01|3.62
6931566|4.85|2.30|3.69|1.13|0.09|0.01|3.32
6936582|8.62|1.24|2.50|1.12|0.09|0.01|2.69
6941597|0.02|6.19|-2.81|1.18|0.09|0.00|3.13
6946612|-22.74|-1.44|2.28|1.18|0.09|0.02|3.08
6951627|-15.07|5.43|3.93|1.15|0.09|0.01|21.41
6956643|-19.17|3.66|-0.47|1.07|0.09|0.00|9.58
6961658|-11.39|6.28|1.68|1.15|0.09|0.01|3.47
6966674|-29.31|7.35|-2.99|1.19|0.09|0.00|3.57
6971689|-20.14|4.43|0.13|1.11|0.09|0.01|21.85
6976706|-6.40|4.47|-0.45|1.15|0.09|0.01|3.71
6981722|-25.63|5.44|-0.95|1.18|0.09|0.01|3.23
6986737|-20.64|2.69|-1.66|1.13|0.09|0.01|21.85
6991753|-15.48|3.85|1.32|1.08|0.09|0.00|4.30
6996768|-12.13|4.38|-0.79|1.10|0.09|0.01|2.69
7001784|-1.51|3.15|1.60|1.16|0.09|0.01|4.15
7006799|6.08|4.89|3.05|1.17|0.10|0.01|5.57
7011815|23.73|2.97|-0.37|1.13|0.09|0.01|4.01
7016830|10.64|4.39|1.15|1.15|0.09|0.00|3.32
7021846|12.32|4.29|-1.89|1.17|0.09|0.01|3.42
7026862|25.95|6.69|2.69|1.08|0.09|0.01|7.97
7031877|-28.27|4.10|-1.40|1.16|0.09|0.01|10.80
7036894|-43.53|6.86|0.19|1.17|0.09|0.01|3.62
7041909|-37.62|6.25|2.49|1.17|0.09|0.01|6.26
7046925|-27.20|3.25|1.21|1.12|0.09|0.00|6.50
7051940|-18.13|2.79|2.65|1.13|0.09|0.01|13.88
7056956|3.25|4.98|3.14|1.17|0.09|0.01|3.23
7061970|11.72|4.34|0.31|1.11|0.09|0.01|3.13
7066986|15.60|4.92|3.28|1.14|0.09|0.01|6.35
7072002|-10.47|4.10|-3.49|1.21|0.09|0.01|20.82
7077017|0.40|-0.54|-1.10|1.17|0.09|0.01|3.37
7082033|20.23|10.66|1.36|1.16|0.09|-0.00|10.90
7087048|11.16|2.40|2.81|1.07|0.09|0.01|33.14
7092065|-20.55|3.87|2.79|1.15|0.09|0.01|24.58
7097080|-5.55|5.89|4.82|1.19|0.09|0.00|3.37
7102096|-0.38|2.59|-5.28|1.20|0.10|0.01|3.27
7107111|-17.98|-3.96|3.15|1.17|0.09|0.01|3.08
7112127|-5.65|2.47|1.94|1.09|0.09|0.00|10.90
7117143|13.38|6.92|2.92|1.19|0.09|0.01|19.50
7122158|25.37|0.19|0.29|1.17|0.09|0.01|4.59
7127174|34.18|4.60|-0.03|1.08|0.09|0.01|3.37
7132189|24.42|5.11|1.18|1.18|0.09|0.01|24.44
7137205|24.99|5.16|-0.45|1.12|0.09|0.00|5.13
7142220|13.98|8.27|3.69|1.10|0.09|0.01|3.76
7147237|25.34|8.14|5.37|1.12|0.09|0.01|9.48
7152252|31.69|6.95|8.63|1.13|0.09|0.01|22.92
7157268|35.00|9.40|7.03|1.14|0.09|0.01|3.47
7162283|3.89|6.85|5.73|1.13|0.09|0.01|15.98
7167298|-0.05|-4.07|2.73|1.15|0.09|0.01|28.45
7172314|-30.99|6.47|4.65|1.13|0.09|0.01|3.52
7177329|-33.11|10.21|-1.21|1.18|0.09|0.01|13.34
7182345|-31.51|7.73|1.24|1.11|0.09|0.01|4.15
7187360|-30.70|3.82|-3.65|1.15|0.09|0.01|16.96
7192376|-33.85|-2.56|-1.84|1.18|0.09|0.02|2.98
7197391|-19.44|-1.22|0.47|1.13|0.09|0.01|28.49
7202409|-5.72|3.44|2.40|1.05|0.09|0.00|3.76
7207424|-5.05|6.64|0.16|1.22|0.09|0.01|3.03
7212439|-1.84|4.77|1.70|1.10|0.09|-0.00|2.79
7217455|18.69|1.38|3.42|1.13|0.09|0.01|3.13
7222470|8.18|2.76|-0.40|1.16|0.09|0.01|2.83
7227486|2.84|4.37|1.47|1.09|0.09|0.00|3.32
7232501|-24.42|1.54|0.43|1.10|0.09|0.01|3.42
7237517|-31.69|-1.05|0.61|1.19|0.09|0.01|24.68
7242532|-24.76|5.07|2.15|1.16|0.09|0.01|3.37
7247548|-0.66|1.69|-4.35|1.14|0.09|0.01|3.67
7252563|23.60|9.69|3.35|1.11|0.10|0.00|2.93
7257580|0.50|1.51|4.35|1.15|0.09|0.00|2.69
7262596|8.88|0.09|-2.18|1.18|0.10|0.01|3.18
7267610|8.40|6.13|0.58|1.08|0.09|0.01|3.32
7272626|-19.34|1.53|2.56|1.13|0.09|0.01|2.83
7277641|-21.65|5.46|0.44|1.18|0.09|0.01|4.01
7282657|-2.40|0.79|-2.73|1.17|0.09|0.01|24.10
7287672|17.92|5.50|0.31|1.15|0.09|0.01|27.32
7292688|17.18|7.28|1.82|1.13|0.09|0.00|8.31
7297703|5.02|2.64|3.84|1.15|0.09|0.01|3.62
7302719|16.37|2.47|1.15|1.13|0.09|0.01|2.83
7307735|32.83|3.53|0.92|1.13|0.09|0.01|2.88
7312751|40.11|3.90|2.70|1.15|0.09|0.01|28.30
7317767|21.31|1.97|2.76|1.11|0.09|0.00|2.79
7322795|14.00|1.76|-0.98|1.16|0.09|0.00|2.59
7327810|31.39|6.65|3.34|1.13|0.09|0.01|23.17
7332826|30.88|2.50|-0.50|1.10|0.09|0.01|4.84
7337841|20.57|4.58|-3.15|1.18|0.09|0.01|2.93
7342857|10.53|4.98|5.11|1.17|0.10|0.00|12.07
7347872|13.84|5.61|-0.24|1.13|0.09|0.01|24.29
7352888|15.33|2.14|5.87|1.12|0.09|0.01|22.14
7357903|-1.76|2.92|-1.20|1.17|0.09|-0.00|3.76
7362919|-5.42|2.02|-1.35|1.14|0.09|0.01|6.01
7367937|-4.21|0.82|3.18|1.14|0.09|0.01|27.13
7372952|-36.07|0.27|2.86|1.16|0.09|0.02|13.73
7377968|-25.09|3.37|-2.14|1.13|0.09|0.01|3.71
7382983|-39.05|2.48|-4.36|1.16|0.09|0.01|10.80
7387999|-30.31|5.95|-3.49|1.11|0.09|0.01|5.96
7393014|-20.65|5.80|-0.05|1.17|0.10|0.01|11.05
7398030|-14.95|1.14|1.63|1.17|0.09|0.02|2.54
7403045|-14.85|5.44|4.86|1.16|0.09|0.01|9.97
7408061|-21.74|7.30|-0.37|1.13|0.09|0.00|20.97
7413076|-12.01|0.85|1.78|1.18|0.09|0.01|2.74
7418092|-0.87|9.15|5.92|1.20|0.10|0.00|2.98
7423113|12.91|2.67|2.24|1.10|0.09|0.01|3.37
7428128|28.83|6.98|2.90|1.15|0.09|0.01|2.79
7433143|23.88|3.83|5.63|1.16|0.09|0.00|30.16
7438158|33.92|3.94|1.83|1.10|0.09|0.02|3.76
7443174|40.44|4.13|2.03|1.16|0.09|0.01|7.62
7448189|33.47|6.77|4.21|1.14|0.09|0.01|8.16
7453205|24.16|4.86|3.72|1.11|0.09|0.02|2.44
7458221|13.74|4.46|2.03|1.17|0.10|0.01|21.55
7463236|9.98|3.06|2.87|1.12|0.09|0.00|32.70
7468252|-12.53|3.44|1.77|1.10|0.09|0.01|24.29
7473267|-7.77|4.18|0.68|1.18|0.09|0.00|4.30
7478282|-17.18|6.17|-3.26|1.15|0.09|0.00|2.98
7483299|-18.38|3.85|-0.76|1.10|0.09|0.01|4.15
7488315|-26.92|3.63|0.01|1.16|0.09|0.01|21.99
7493330|-37.80|4.79|0.63|1.14|0.09|0.01|3.32
7498346|-26.17|1.40|-0.50|1.12|0.09|0.01|26.34
7503362|-28.52|0.66|0.26|1.16|0.09|0.02|3.32
7508376|-21.60|2.27|2.92|1.14|0.09|0.01|24.73
7513392|-23.32|4.74|-0.22|1.13|0.09|0.01|3.52
7518407|-18.37|1.61|-1.01|1.17|0.09|0.01|3.96
7523423|-10.50|3.43|1.89|1.13|0.09|0.00|29.62
7528438|-14.42|2.77|-0.44|1.16|0.09|0.01|5.91
7533454|-23.84|2.03|2.18|1.15|0.09|0.01|2.79
7538471|-19.22|2.63|1.11|1.13|0.09|0.01|16.52
7543487|-13.92|0.76|2.28|1.17|0.09|0.01|20.38
7548503|-12.55|2.36|2.83|1.15|0.09|0.00|2.88
7553518|-2.95|7.04|4.29|1.10|0.09|0.01|2.49
7558533|-3.47|7.70|-0.76|1.16|0.09|0.01|3.57
7563548|0.22|2.90|-0.98|1.10|0.09|0.01|4.69
7568564|0.36|-0.79|3.98|1.14|0.09|0.00|11.24
7573579|38.24|3.41|0.59|1.19|0.09|0.01|4.15
7578595|34.20|-0.13|2.19|1.17|0.09|0.01|2.98
7583610|28.99|2.17|3.46|1.11|0.09|0.01|13.34
7588626|11.45|4.16|0.66|1.16|0.09|0.00|3.08
7593643|18.50|3.22|2.84|1.14|0.09|0.01|2.93
7598658|-4.43|3.89|0.50|1.13|0.09|0.00|2.39
7603674|17.92|4.83|0.97|1.14|0.09|0.01|2.88
7608689|8.21|6.60|3.23|1.16|0.09|0.01|4.25
7613705|12.37|0.31|-1.13|1.13|0.09|0.01|10.56
7618720|6.49|5.98|2.24|1.15|0.10|0.01|21.85
7623736|6.06|6.26|-0.19|1.15|0.09|0.00|25.42
7628751|-9.22|0.83|-2.37|1.14|0.09|0.01|20.09
7633767|-1.75|2.58|4.17|1.16|0.09|0.01|3.96
7638782|-1.56|2.63|1.53|1.13|0.09|0.01|2.59
7643797|-18.74|4.76|2.40|1.16|0.09|0.01|2.88
7648815|-12.12|3.71|1.40|1.12|0.09|0.00|6.16
7653830|-25.92|2.85|2.56|1.13|0.09|0.01|29.57
7658846|-31.25|3.62|4.29|1.13|0.09|0.01|3.08
7663861|-21.92|6.29|3.53|1.19|0.09|0.00|20.82
7668877|-1.36|3.47|-5.85|1.16|0.09|0.01|3.18
7673891|4.83|4.69|4.56|1.12|0.09|0.00|2.59
7678907|1.21|3.07|2.86|1.14|0.09|0.01|2.35
7683922|-6.54|4.50|-1.76|1.15|0.09|0.00|3.03
7688938|-15.92|0.75|1.23|1.16|0.09|0.01|2.88
7693954|-12.24|3.89|1.71|1.09|0.09|0.00|11.88
7698969|-2.80|5.27|0.89|1.18|0.10|0.01|24.00
7703986|3.87|4.71|-3.09|1.15|0.09|0.00|19.06
7709001|16.31|3.71|2.25|1.10|0.09|0.00|27.91
7714017|15.12|8.21|0.77|1.20|0.09|0.00|14.76
7719032|8.23|0.27|4.18|1.15|0.09|0.00|3.32
7724048|-12.26|4.23|0.79|1.09|0.09|0.01|6.79
7729063|-5.16|2.56|2.43|1.15|0.09|0.00|27.17
7734079|7.17|5.58|-0.60|1.15|0.09|0.00|20.14
7739095|11.57|1.88|2.04|1.09|0.09|0.01|30.79
7744110|20.31|4.37|2.27|1.17|0.09|0.01|20.48
7749126|24.41|2.69|5.09|1.17|0.09|0.01|3.18
7754141|28.36|1.72|2.61|1.13|0.10|0.00|2.59
7759158|30.40|3.84|4.05|1.10|0.09|0.01|24.19
7764173|12.16|1.08|1.55|1.16|0.09|0.01|4.06
7769189|27.15|3.40|-0.83|1.15|0.09|0.02|2.83
7774204|26.79|3.55|5.53|1.09|0.09|0.00|6.16
7779220|30.23|1.09|1.95|1.17|0.09|0.01|10.46
7784236|32.69|0.83|2.02|1.18|0.09|0.01|2.93
7789250|31.72|0.76|0.95|1.16|0.10|0.01|18.23
7794266|25.45|3.09|1.86|1.09|0.09|0.00|5.28
7799281|34.91|6.17|2.39|1.17|0.09|0.01|2.74
7804297|31.82|2.11|4.53|1.16|0.09|0.01|25.07
7809312|22.40|4.08|2.61|1.08|0.09|0.00|3.52
7814328|13.56|1.48|2.53|1.15|0.09|0.01|2.88
7819344|-0.15|5.28|-1.39|1.16|0.09|0.00|2.59
7824360|-5.27|2.63|1.85|1.13|0.10|0.01|2.59
7829376|-10.34|1.03|1.44|1.11|0.09|0.00|2.69
7834391|-0.35|5.22|3.56|1.17|0.09|0.01|3.37
7839407|13.14|2.44|-0.88|1.15|0.09|0.01|4.06
7844422|26.58|4.77|1.65|1.12|0.09|0.01|2.74
7849438|23.20|2.60|1.21|1.17|0.09|0.01|8.02
7854453|23.20|1.85|1.15|1.09|0.09|0.01|20.82
7859469|17.04|4.52|1.33|1.18|0.09|0.01|3.13
7864484|21.72|7.91|-0.91|1.18|0.09|0.01|2.98
7869500|12.47|5.21|4.09|1.12|0.09|0.00|2.54
7874516|5.75|3.88|1.63|1.15|0.09|0.01|3.03
7879532|13.20|2.92|-1.08|1.18|0.09|0.01|8.65
7884548|22.20|4.77|1.95|1.10|0.09|0.00|29.37
7889563|18.05|2.32|2.54|1.16|0.09|0.00|3.86
7894579|11.44|7.84|-0.07|1.16|0.09|0.00|2.79
7899593|7.82|3.77|2.34|1.13|0.09|-0.00|2.88
7904609|-1.70|0.59|2.52|1.17|0.09|0.01|2.59
7909624|-4.89|4.74|0.94|1.12|0.09|-0.00|2.69
7914640|15.96|3.00|2.56|1.16|0.09|0.01|3.03
7919655|16.56|1.38|2.14|1.17|0.09|0.00|2.59
7924671|10.21|5.48|-0.06|1.12|0.09|0.00|3.23
7929688|4.71|4.47|3.42|1.14|0.09|0.01|8.16
7934703|0.04|1.91|2.39|1.17|0.09|0.01|6.11
7939719|-3.58|4.86|0.44|1.12|0.09|0.01|2.79
7944734|0.22|3.40|1.77|1.11|0.09|0.01|2.88
7949750|9.97|4.94|2.15|1.15|0.09|0.01|2.54
7954765|11.15|1.67|-0.04|1.12|0.10|0.01|2.98
7959781|25.98|7.11|0.11|1.16|0.09|0.01|22.83
7964796|16.40|4.42|-0.46|1.17|0.09|0.01|9.92
7969812|12.10|8.23|5.35|1.16|0.10|0.00|3.23
7974827|15.50|3.15|3.21|1.08|0.09|0.00|2.88
7979842|7.60|4.48|0.82|1.17|0.10|0.01|2.98
7984858|12.48|2.09|0.02|1.13|0.09|0.01|2.98
7989874|18.12|4.04|1.14|1.11|0.09|0.00|8.75
7994890|4.06|5.05|0.15|1.18|0.09|0.00|29.08
7999905|-4.31|0.27|3.27|1.16|0.09|0.00|26.98
8004921|-6.81|4.24|0.73|1.11|0.09|0.01|6.16
8009936|10.40|5.18|1.68|1.16|0.09|0.00|2.83
8014952|13.24|0.64|3.21|1.18|0.10|0.01|7.53
8019968|14.60|3.72|-0.71|1.12|0.09|0.00|21.60
8024983|11.14|3.66|1.21|1.13|0.09|0.01|30.30
8029999|5.41|6.08|1.67|1.17|0.09|0.01|15.59
8035014|8.15|-0.31|0.71|1.16|0.09|0.00|10.46
8040030|8.32|5.40|1.50|1.10|0.09|-0.00|4.55
8045046|18.37|2.79|0.60|1.17|0.09|0.01|3.03
8050062|18.87|6.69|5.57|1.18|0.09|0.01|2.59
8055077|22.08|1.93|4.14|1.12|0.09|0.01|8.31
8060093|6.85|4.43|-0.05|1.14|0.09|0.00|24.10
8065108|15.05|1.36|0.47|1.16|0.09|0.01|24.19
8070124|24.38|3.76|0.68|1.11|0.09|0.01|4.30
8075140|26.49|3.93|2.46|1.16|0.10|0.01|2.35
8080155|22.06|2.82|0.73|1.12|0.09|0.01|12.51
8085171|28.11|4.89|-0.01|1.14|0.09|0.00|16.81
8090186|19.07|6.58|0.11|1.17|0.09|0.00|2.93
8095201|14.89|3.06|1.53|1.10|0.09|0.01|2.44
8100218|15.37|6.66|2.37|1.18|0.09|0.01|12.17
8105234|4.58|0.73|4.07|1.15|0.09|0.01|27.86
8110248|-1.99|3.78|2.08|1.09|0.09|0.00|23.02
8115264|-9.98|4.37|2.08|1.17|0.09|0.01|11.88
8120280|-4.05|6.09|-3.74|1.14|0.09|0.01|3.13
8125295|2.50|1.20|3.74|1.16|0.09|0.01|2.44
8130311|2.63|2.67|1.31|1.12|0.09|0.00|2.44
8135326|-14.21|5.66|3.34|1.15|0.09|0.01|2.88
8140342|0.80|5.02|0.42|1.17|0.09|0.00|3.67
8145357|-1.27|3.47|1.22|1.12|0.09|0.01|4.30
8150373|-16.07|2.78|0.55|1.18|0.10|0.01|26.74
8155389|-12.74|1.53|-1.81|1.15|0.09|0.00|6.89
8160405|-4.88|2.27|0.87|1.12|0.09|0.01|2.30
8165421|-13.13|3.17|3.11|1.16|0.09|0.01|2.88
8170436|-9.41|6.54|4.07|1.17|0.09|0.00|4.40
8175452|-2.67|4.31|1.91|1.11|0.09|-0.00|19.79
8180467|-7.85|3.56|-2.52|1.17|0.09|0.00|26.00
8185483|-12.57|1.15|2.32|1.11|0.09|0.01|6.94
8190498|-14.06|3.64|0.79|1.18|0.10|0.01|2.54
8195514|-10.28|0.18|-0.31|1.18|0.09|0.01|2.79
8200529|-5.02|4.75|3.64|1.11|0.09|0.00|11.68
8205545|-12.07|4.11|-0.34|1.16|0.09|0.01|27.17
8210562|-14.78|4.52|5.03|1.16|0.09|0.00|7.48
8215577|-18.44|3.99|-1.76|1.11|0.09|0.01|2.93
8220593|-19.12|0.05|0.18|1.18|0.09|0.01|8.46
8225608|-25.56|2.45|4.50|1.16|0.09|0.01|15.44
8230624|-26.34|4.23|0.74|1.11|0.09|0.01|2.83
8235639|-22.24|3.29|-1.91|1.18|0.09|0.01|24.34
8240659|-16.48|0.02|0.08|1.14|0.09|0.00|3.42
8245675|-15.95|3.36|0.82|1.12|0.09|0.00|2.59
8250690|-20.94|1.85|-0.82|1.17|0.09|0.00|17.06
8255706|-15.71|0.89|1.12|1.13|0.09|0.01|9.43
8260721|-19.52|2.28|1.80|1.14|0.09|0.01|2.64
8265739|-16.16|1.30|1.82|1.18|0.10|0.01|6.11
8270754|-12.96|2.35|3.15|1.13|0.09|0.00|28.93
8275770|-19.92|3.33|3.15|1.13|0.09|0.00|3.27
8280785|-10.28|3.90|2.61|1.17|0.10|0.01|2.93
8285801|-8.36|6.98|1.37|1.15|0.09|0.00|12.07
8290817|1.18|2.86|-0.89|1.14|0.09|0.00|26.34
8295832|-4.73|1.56|1.05|1.15|0.09|0.01|28.45
8300848|-5.85|2.30|1.90|1.13|0.09|0.00|22.53
8305863|-19.39|4.66|3.56|1.17|0.09|0.01|2.98
8310879|-17.82|5.09|2.46|1.12|0.09|0.01|2.69
8315894|-18.47|4.37|1.57|1.15|0.09|0.01|26.74
8320910|-21.69|3.91|2.37|1.14|0.09|0.01|4.59
8325931|-23.50|5.35|0.15|1.10|0.09|0.01|2.93
8330946|-17.15|4.89|-0.48|1.16|0.09|0.01|27.37
8335962|-15.51|3.75|1.81|1.14|0.09|0.01|3.27
8340977|-14.80|6.21|-0.80|1.14|0.09|0.01|2.88
8345993|-8.28|2.96|-0.83|1.16|0.09|0.01|8.16
8351008|-2.76|1.33|-1.31|1.13|0.09|0.00|22.19
8356025|0.44|5.05|4.50|1.16|0.09|0.01|32.11
8361040|-1.15|1.88|2.24|1.17|0.10|0.01|23.75
8366056|-1.64|4.98|0.11|1.13|0.09|0.01|7.82
8371072|-14.79|1.20|0.81|1.16|0.09|0.01|2.74
8376087|-6.02|4.02|3.51|1.13|0.09|0.01|2.93
8381104|-6.01|4.90|-0.18|1.15|0.10|0.00|2.59
8386119|-8.85|4.96|0.82|1.12|0.09|0.01|4.30
8391135|7.95|1.11|1.04|1.16|0.09|0.01|22.48
8396150|15.03|3.27|-1.46|1.10|0.09|0.00|6.65
8401166|12.76|5.79|3.02|1.18|0.09|0.00|2.88
8406181|11.56|4.60|3.49|1.12|0.09|0.01|2.54
8411197|17.10|2.82|4.66|1.12|0.09|0.01|2.93
8416212|25.40|2.25|0.57|1.14|0.09|0.01|12.56
8421228|25.08|8.18|4.63|1.14|0.09|0.01|15.88
8426244|22.84|1.39|6.68|1.16|0.09|0.01|3.03
8431259|20.22|5.42|2.31|1.13|0.09|0.00|2.64
8436276|14.59|0.09|7.80|1.19|0.10|0.01|25.66
8441291|8.05|2.97|-1.38|1.11|0.09|0.00|25.07
8446307|-0.81|4.75|1.86|1.17|0.09|0.00|29.77
8451322|-0.91|1.53|4.18|1.14|0.10|0.00|31.67
8456338|-8.79|5.47|-0.69|1.14|0.09|0.01|11.63
8461353|-8.36|3.02|3.23|1.16|0.09|0.01|2.64
8466369|-7.02|4.18|-1.85|1.13|0.09|0.01|3.03
8471384|-7.56|2.05|2.57|1.17|0.09|0.00|2.69
8476399|-1.86|0.96|-2.90|1.16|0.09|0.00|6.16
8481415|12.08|5.12|4.28|1.10|0.09|-0.00|10.70
8486430|8.45|2.60|0.52|1.18|0.09|0.01|3.03
8491447|10.44|2.21|0.94|1.13|0.09|0.01|2.74
8496462|7.08|6.04|1.09|1.17|0.09|0.01|2.83
8501478|7.89|4.63|-0.89|1.15|0.09|0.01|3.03
8506493|7.39|4.28|1.01|1.10|0.09|0.01|2.30
